Structure Number,HWB Class,Kskew,K3D,Kshape (assumed),Slight,Moderate,Extensive,Complete,NBI Class,Dispersion
17336 456 01567,HWB28,1.0,1.0,1.0,0.8,1.0,1.2,1.7,319.0,0.6
05225A456 01098,HWB10,1.0,1.11,1.0,0.6,0.9990000000000001,1.2210000000000003,1.665,204.0,0.6
02118A456 00216,HWB17,1.0,1.125,1.0,0.25,0.39375,0.50625,0.7875,501.0,0.6
01948A456 02577,HWB17,0.9306048591020997,1.125,1.0,0.25,0.3664256632714517,0.4711187099204379,0.7328513265429034,501.0,0.6
01947A456 02791,HWB3,0.9951221375999885,1.2,1.0,0.8,1.194146565119986,1.4329758781439832,2.0300491607039763,501.0,0.6
01946A456 02992,HWB3,0.9439314192187734,1.2,1.0,0.8,1.1327177030625282,1.3592612436750338,1.9256200952062976,501.0,0.6
07071 450Y02048,HWB28,1.0,1.0,1.0,0.8,1.0,1.2,1.7,219.0,0.6
01463A007 26681,HWB28,1.0,1.0,1.0,0.8,1.0,1.2,1.7,400.0,0.6
18519 453 00159,HWB4,0.925833300709211,1.2,1.0,0.8,1.1109999608510532,1.333199953021264,1.8886999334467902,119.0,0.6
08107W006 37792,HWB12,1.0,1.015,1.0,0.25,0.35524999999999995,0.45675,0.7104999999999999,302.0,0.6
08107E006 37792,HWB12,1.0,1.015,1.0,0.25,0.35524999999999995,0.45675,0.7104999999999999,302.0,0.6
01000B455 02839,HWB22,1.0,1.0366666666666666,1.0,0.6,0.9329999999999999,1.1403333333333334,1.555,602.0,0.6
08400 006 37698,HWB10,0.9779083576506724,1.066,1.0,0.6,0.9382052783300552,1.1466953401811788,1.5636754638834254,202.0,0.6
18097 455Y02773,HWB23,0.9828152554214186,1.33,1.0,0.9,1.1764298607394381,1.4378587186815357,1.96071643456573,605.0,0.6
08398W006 37600,HWB10,1.0,1.11,1.0,0.6,0.9990000000000001,1.2210000000000003,1.665,202.0,0.6
08398E006 37600,HWB10,1.0,1.11,1.0,0.6,0.9990000000000001,1.2210000000000003,1.665,202.0,0.6
04412A450Y01272,HWB22,1.0,1.055,1.0,0.6,0.9495,1.1605,1.5825,602.0,0.6
08397E006 37580,HWB10,0.9629038656931372,1.11,1.0,0.6,0.9619409618274443,1.175705620011321,1.6032349363790734,202.0,0.6
08397W006 37580,HWB10,0.9629038656931372,1.11,1.0,0.6,0.9619409618274443,1.175705620011321,1.6032349363790734,202.0,0.6
01747B450 00873,HWB17,1.0,1.0416666666666667,1.0,0.25,0.3645833333333333,0.46875000000000006,0.7291666666666666,501.0,0.6
04393A450 00526,HWB3,1.0,1.2,1.0,0.8,1.2,1.44,2.04,501.0,0.6
04335A455Y02130,HWB15,1.0,1.0166666666666666,1.0,0.75,0.7625,0.7625,1.1183333333333334,402.0,0.6
04394A450 00653,HWB3,1.0,1.2,1.0,0.8,1.2,1.44,2.04,501.0,0.6
20398 455 02520,HWB23,0.9105150040252173,1.33,1.0,0.9,1.0898864598181852,1.332083450888893,1.8164774330303088,602.0,0.6
00731B455 02460,HWB22,0.8180040381066943,1.066,1.0,0.6,0.7847930741595626,0.95919153508391,1.3079884569326041,602.0,0.6
07935B006 37408,HWB17,0.855192201565923,1.0625,1.0,0.25,0.3180245999573276,0.40888877137370694,0.6360491999146552,502.0,0.6
07935A006 37407,HWB17,0.8876996978746371,1.0625,1.0,0.25,0.33011332514713065,0.4244314180463109,0.6602266502942613,502.0,0.6
07956 006 37308,HWB10,0.9594294416226972,1.066,1.0,0.6,0.9204766062928158,1.1250269632467749,1.5341276771546928,202.0,0.6
07971A006 37218,HWB17,0.9828152554214186,1.125,1.0,0.25,0.3869835068221835,0.4975502230570931,0.773967013644367,502.0,0.6
20378 006 37218,HWB4,0.9828152554214186,1.2,1.0,0.8,1.1793783065057022,1.4152539678068425,2.0049431210596937,502.0,0.6
07970 006C37145,HWB10,0.9306048591020997,1.066,1.0,0.6,0.8928223018225544,1.0912272577831221,1.4880371697042576,202.0,0.6
17192 006C37145,HWB4,0.8408964152537145,1.2,1.0,0.8,1.0090756983044573,1.2108908379653487,1.7154286871175775,501.0,0.6
07936A006 37048,HWB28,0.9923748047044564,1.0,1.0,0.8,0.9923748047044564,1.1908497656453476,1.6870371679975757,219.0,0.6
07979B006 36999,HWB17,1.0,1.125,1.0,0.25,0.39375,0.50625,0.7875,501.0,0.6
07979A006 36999,HWB17,1.0,1.125,1.0,0.25,0.39375,0.50625,0.7875,501.0,0.6
13811 455Y01366,HWB23,1.0,1.066,1.0,0.9,0.9594,1.1726,1.5990000000000002,602.0,0.6
07846 007 25218,HWB28,0.9050701874932087,1.0,1.0,0.8,0.9050701874932087,1.0860842249918503,1.5386193187384547,219.0,0.6
07845 007 25177,HWB28,0.8752396489642011,1.0,1.0,0.8,0.8752396489642011,1.0502875787570414,1.487907403239142,219.0,0.6
01945A456 05297,HWB28,1.0,1.0,1.0,0.8,1.0,1.2,1.7,309.0,0.6
09838 006 36215,HWB10,1.0,1.11,1.0,0.6,0.9990000000000001,1.2210000000000003,1.665,201.0,0.6
09838A006 36215,HWB10,1.0,1.11,1.0,0.6,0.9990000000000001,1.2210000000000003,1.665,201.0,0.6
08979 012 07080,HWB12,1.0,1.01125,1.0,0.25,0.35393749999999996,0.4550625,0.7078749999999999,302.0,0.6
19919 007 24661,HWB23,0.8752396489642011,1.165,1.0,0.9,0.9176887719389649,1.121619610147624,1.5294812865649416,602.0,0.6
00599B007 24655,HWB17,0.8752396489642011,1.125,1.0,0.25,0.34462561177965423,0.4430900722881268,0.6892512235593085,502.0,0.6
19918 007 24429,HWB4,0.9050701874932087,1.2,1.0,0.8,1.0860842249918503,1.3033010699902203,1.8463431824861456,502.0,0.6
08083A006 35617,HWB3,0.9105150040252173,1.2,1.0,0.8,1.0926180048302607,1.3111416057963128,1.857450608211443,502.0,0.6
16032 012 06365,HWB10,1.0,1.11,1.0,0.6,0.9990000000000001,1.2210000000000003,1.665,202.0,0.6
08364 006 35423,HWB28,0.9923748047044564,1.0,1.0,0.8,0.9923748047044564,1.1908497656453476,1.6870371679975757,219.0,0.6
09120 006 35304,HWB17,0.9828152554214186,1.125,1.0,0.25,0.3869835068221835,0.4975502230570931,0.773967013644367,502.0,0.6
09120A006 35304,HWB17,0.9828152554214186,1.125,1.0,0.25,0.3869835068221835,0.4975502230570931,0.773967013644367,502.0,0.6
01648A449 01003,HWB10,1.0,1.11,1.0,0.6,0.9990000000000001,1.2210000000000003,1.665,204.0,0.6
01407A007 23866,HWB17,1.0,1.0833333333333333,1.0,0.25,0.3791666666666666,0.4875,0.7583333333333332,501.0,0.6
01624A451 00468,HWB3,1.0,1.2,1.0,0.8,1.2,1.44,2.04,501.0,0.6
02842A012 05651,HWB3,0.9951221375999885,1.2,1.0,0.8,1.194146565119986,1.4329758781439832,2.0300491607039763,501.0,0.6
09121 006 35020,HWB10,1.0,1.11,1.0,0.6,0.9990000000000001,1.2210000000000003,1.665,201.0,0.6
09121A006 35020,HWB10,1.0,1.11,1.0,0.6,0.9990000000000001,1.2210000000000003,1.665,201.0,0.6
0M364 012 05586,HWB28,1.0,1.0,1.0,0.8,1.0,1.2,1.7,219.0,0.6
17346 012 05503,HWB4,0.9306048591020997,1.2,1.0,0.8,1.1167258309225196,1.3400709971070235,1.8984339125682832,501.0,0.6
17444 449 00456,HWB4,1.0,1.2,1.0,0.8,1.2,1.44,2.04,502.0,0.6
09125 006 34784,HWB15,0.9208952688316006,1.0125,1.0,0.6993048447689967,0.6993048447689967,0.6993048447689967,1.025647105661195,402.0,0.6
08405 012 05391,HWB10,1.0,1.11,1.0,0.6,0.9990000000000001,1.2210000000000003,1.665,202.0,0.6
20485 449 00390,HWB4,0.9923748047044564,1.2,1.0,0.8,1.1908497656453476,1.4290197187744171,2.0244446015970907,502.0,0.6
18074 350 02934,HWB4,1.0,1.2,1.0,0.8,1.2,1.44,2.04,302.0,0.6
02836A414 00044,HWB10,0.8481390218228678,1.11,1.0,0.6,0.847290882801045,1.0355777456457218,1.4121514713350751,201.0,0.6
09123 006 34583,HWB17,1.0,1.125,1.0,0.25,0.39375,0.50625,0.7875,502.0,0.6
02069A350 02810,HWB4,1.0,1.2,1.0,0.8,1.2,1.44,2.04,501.0,0.6
21252 449 00275,HWB4,0.9828152554214186,1.2,1.0,0.8,1.1793783065057022,1.4152539678068425,2.0049431210596937,502.0,0.6
20482 006 34291,HWB23,0.9050701874932087,1.165,1.0,0.9,0.9489660915866293,1.1598474452725471,1.5816101526443822,605.0,0.6
01788 449 00046,HWB3,0.8876996978746371,1.2,1.0,0.8,1.0652396374495645,1.2782875649394774,1.8109073836642597,302.0,0.6
04374A007 22840,HWB10,1.0,1.11,1.0,0.6,0.9990000000000001,1.2210000000000003,1.665,201.0,0.6
01787A006 34186,HWB22,0.8620584814717586,1.11,1.0,0.6,0.861196422990287,1.0525734058770173,1.435327371650478,602.0,0.6
04373A007 22774,HWB10,1.0,1.11,1.0,0.6,0.9990000000000001,1.2210000000000003,1.665,201.0,0.6
01122A012 04064,HWB3,1.0,1.2,1.0,0.8,1.2,1.44,2.04,310.0,0.6
01786A006 34058,HWB22,0.8180040381066943,1.11,1.0,0.6,0.8171860340685877,0.9987829305282739,1.361976723447646,602.0,0.6
20484 006C34059,HWB4,0.9923748047044564,1.2,1.0,0.8,1.1908497656453476,1.4290197187744171,2.0244446015970907,502.0,0.6
09394 006C34042,HWB10,1.0,1.11,1.0,0.6,0.9990000000000001,1.2210000000000003,1.665,205.0,0.6
09820 006C34042,HWB17,0.9723777946864669,1.25,1.0,0.25,0.4254152851753292,0.5469625095111377,0.8508305703506585,502.0,0.6
01783A006 33899,HWB17,1.0,1.125,1.0,0.25,0.39375,0.50625,0.7875,502.0,0.6
17944 007 22553,HWB4,1.0,1.2,1.0,0.8,1.2,1.44,2.04,505.0,0.6
09375 006 33811,HWB10,1.0,1.11,1.0,0.6,0.9990000000000001,1.2210000000000003,1.665,201.0,0.6
02203A006 33763,HWB22,0.9629038656931372,1.11,1.0,0.6,0.9619409618274443,1.175705620011321,1.6032349363790734,602.0,0.6
01781A006 33727,HWB17,1.0,1.125,1.0,0.25,0.39375,0.50625,0.7875,502.0,0.6
06598A413 00570,HWB3,0.9306048591020997,1.2,1.0,0.8,1.1167258309225196,1.3400709971070235,1.8984339125682832,501.0,0.6
18881 350 01369,HWB4,1.0,1.2,1.0,0.8,1.2,1.44,2.04,501.0,0.6
18882 350 01441,HWB4,1.0,1.2,1.0,0.8,1.2,1.44,2.04,501.0,0.6
01926A350 01512,HWB10,1.0,1.11,1.0,0.6,0.9990000000000001,1.2210000000000003,1.665,204.0,0.6
02084 350 01605,HWB3,1.0,1.2,1.0,0.8,1.2,1.44,2.04,102.0,0.6
09332 006 33576,HWB17,1.0,1.125,1.0,0.25,0.39375,0.50625,0.7875,502.0,0.6
09333 006C33571,HWB3,1.0,1.2,1.0,0.8,1.2,1.44,2.04,501.0,0.6
06600A413 00041,HWB4,1.0,1.2,1.0,0.8,1.2,1.44,2.04,302.0,0.6
16811 012 03186,HWB17,0.9050701874932087,1.125,1.0,0.25,0.3563713863254509,0.4581917824184369,0.7127427726509018,502.0,0.6
19917 007 21678,HWB4,0.9996953671089487,1.2,1.0,0.8,1.1996344405307384,1.439561328636886,2.0393785489022553,501.0,0.6
16810 012 03071,HWB17,1.0,1.125,1.0,0.25,0.39375,0.50625,0.7875,502.0,0.6
08528 006 33067,HWB17,1.0,1.125,1.0,0.25,0.39375,0.50625,0.7875,502.0,0.6
08528A006 33067,HWB17,1.0,1.125,1.0,0.25,0.39375,0.50625,0.7875,502.0,0.6
00546A005 25297,HWB3,0.8408964152537145,1.2,1.0,0.8,1.0090756983044573,1.2108908379653487,1.7154286871175775,501.0,0.6
19916 007 21446,HWB4,0.999314532444402,1.2,1.0,0.8,1.1991774389332823,1.4390129267199387,2.03860164618658,505.0,0.6
19915 007 21342,HWB4,1.0,1.2,1.0,0.8,1.2,1.44,2.04,502.0,0.6
00589A005 25188,HWB3,0.8408964152537145,1.2,1.0,0.8,1.0090756983044573,1.2108908379653487,1.7154286871175775,501.0,0.6
09044 006 32743,HWB17,0.9871018512723169,1.125,1.0,0.25,0.38867135393847474,0.49972031220661045,0.7773427078769495,502.0,0.6
09044A006 32743,HWB17,0.9871018512723169,1.125,1.0,0.25,0.38867135393847474,0.49972031220661045,0.7773427078769495,502.0,0.6
07918 351 00652,HWB3,1.0,1.2,1.0,0.8,1.2,1.44,2.04,102.0,0.6
04917A351F00606,HWB10,1.0,1.0825,1.0,0.6,0.9742500000000001,1.1907500000000002,1.62375,201.0,0.6
09475 006 32624,HWB17,1.0,1.125,1.0,0.25,0.39375,0.50625,0.7875,502.0,0.6
09475A006 32624,HWB17,1.0,1.125,1.0,0.25,0.39375,0.50625,0.7875,502.0,0.6
19914 007 20842,HWB4,1.0,1.2,1.0,0.8,1.2,1.44,2.04,501.0,0.6
07987A006 32534,HWB15,1.0,1.0166666666666666,1.0,0.75,0.7625,0.7625,1.1183333333333334,402.0,0.6
07987 006 32531,HWB15,1.0,1.0166666666666666,1.0,0.75,0.7625,0.7625,1.1183333333333334,402.0,0.6
00704A006 32340,HWB17,1.0,1.0833333333333333,1.0,0.25,0.3791666666666666,0.4875,0.7583333333333332,502.0,0.6
08963 006 32299,HWB28,0.8408964152537145,1.0,1.0,0.8,0.8408964152537145,1.0090756983044573,1.4295239059313145,219.0,0.6
19912 007 20583,HWB4,0.9996953671089487,1.2,1.0,0.8,1.1996344405307384,1.439561328636886,2.0393785489022553,501.0,0.6
00725A010 06829,HWB3,0.9208952688316006,1.2,1.0,0.8,1.1050743225979207,1.326089187117505,1.878626348416465,319.0,0.6
02808 012 02115,HWB28,1.0,1.0,1.0,0.8,1.0,1.2,1.7,219.0,0.6
19911 007 20558,HWB23,0.9871018512723169,1.33,1.0,0.9,1.1815609159729634,1.4441300084114,1.9692681932882723,605.0,0.6
19836 012 02075,HWB4,1.0,1.2,1.0,0.8,1.2,1.44,2.04,502.0,0.6
08941W006 32124,HWB17,0.9306048591020997,1.05,1.0,0.25,0.3419972857200216,0.4397107959257421,0.6839945714400432,502.0,0.6
08941E006 32123,HWB17,0.9306048591020997,1.05,1.0,0.25,0.3419972857200216,0.4397107959257421,0.6839945714400432,502.0,0.6
02219A010 06581,HWB3,0.8408964152537145,1.2,1.0,0.8,1.0090756983044573,1.2108908379653487,1.7154286871175775,501.0,0.6
04347A007 20328,HWB10,1.0,1.11,1.0,0.6,0.9990000000000001,1.2210000000000003,1.665,201.0,0.6
18472 010 06533,HWB4,0.9871018512723169,1.2,1.0,0.8,1.18452222152678,1.4214266658321362,2.013687776595526,501.0,0.6
00724A010 06319,HWB3,1.0,1.2,1.0,0.8,1.2,1.44,2.04,501.0,0.6
19713 006 31744,HWB16,1.0,1.165,1.0,0.9,1.0485,1.2815,1.7475,402.0,0.6
19712 006 31746,HWB16,1.0,1.165,1.0,0.9,1.0485,1.2815,1.7475,402.0,0.6
01719A007 19932,HWB28,1.0,1.0,1.0,0.8,1.0,1.2,1.7,219.0,0.6
01717A007 19671,HWB28,1.0,1.0,1.0,0.8,1.0,1.2,1.7,219.0,0.6
17411 012 01432,HWB28,1.0,1.0,1.0,0.8,1.0,1.2,1.7,219.0,0.6
08423W006 31529,HWB10,0.9208952688316006,1.11,1.0,0.6,0.919974373562769,1.1244131232433845,1.5332906226046152,202.0,0.6
08423E006 31529,HWB10,0.9208952688316006,1.11,1.0,0.6,0.919974373562769,1.1244131232433845,1.5332906226046152,204.0,0.6
00723A010 05992,HWB17,0.9480474915842386,1.125,1.0,0.25,0.3732936998112939,0.4799490426145208,0.7465873996225878,502.0,0.6
19910 007 19513,HWB19,0.9662196574781543,1.25,1.0,0.5,0.9662196574781544,1.3285520290324624,2.053216772141078,505.0,0.6
08302W006 31365,HWB3,0.9629038656931372,1.2,1.0,0.8,1.1554846388317646,1.3865815665981174,1.9643238860139998,302.0,0.6
08302E006 31365,HWB3,0.9629038656931372,1.2,1.0,0.8,1.1554846388317646,1.3865815665981174,1.9643238860139998,302.0,0.6
19909 007 19197,HWB23,0.9850359010086873,1.165,1.0,0.9,1.0328101422076086,1.2623235071426329,1.7213502370126812,602.0,0.6
19908 007 19084,HWB4,0.881558824728657,1.2,1.0,0.8,1.0578705896743883,1.2694447076092659,1.79838000244646,502.0,0.6
07573 010 05411,HWB10,0.8408964152537145,1.11,1.0,0.6,0.8400555188384609,1.0267345230247857,1.4000925313974348,202.0,0.6
02314A340 02882,HWB3,1.0,1.2,1.0,0.8,1.2,1.44,2.04,505.0,0.6
02897A340 02892,HWB3,1.0,1.2,1.0,0.8,1.2,1.44,2.04,501.0,0.6
02891A340 02358,HWB3,0.9693774397962376,1.2,1.0,0.8,1.163252927755485,1.395903513306582,1.9775299771843247,501.0,0.6
19907 007 18581,HWB4,0.9306048591020997,1.2,1.0,0.8,1.1167258309225196,1.3400709971070235,1.8984339125682832,501.0,0.6
02180A007 18562,HWB3,1.0,1.2,1.0,0.8,1.2,1.44,2.04,104.0,0.6
04311A005 23101,HWB4,1.0,1.2,1.0,0.8,1.2,1.44,2.04,501.0,0.6
09516 006 30653,HWB10,1.0,1.11,1.0,0.6,0.9990000000000001,1.2210000000000003,1.665,205.0,0.6
01852A007 18305,HWB28,0.9306048591020997,1.0,1.0,0.8,0.9306048591020997,1.1167258309225196,1.5820282604735694,122.0,0.6
01851A007 18275,HWB28,0.9828152554214186,1.0,1.0,0.8,0.9828152554214186,1.1793783065057022,1.6707859342164115,122.0,0.6
09515 006 30413,HWB3,0.9480474915842386,1.2,1.0,0.8,1.1376569899010862,1.3651883878813034,1.9340168828318467,505.0,0.6
09515A006 30413,HWB3,0.9520019889877593,1.2,1.0,0.8,1.1424023867853113,1.3708828641423734,1.942084057535029,505.0,0.6
20721 071 04277,HWB4,0.9987812824937321,1.2,1.0,0.8,1.1985375389924784,1.438245046790974,2.037513816287213,502.0,0.6
09804 012 00267,HWB15,1.0,1.025,1.0,0.75,0.7687499999999999,0.7687499999999999,1.1275,402.0,0.6
02793A066 05213,HWB3,1.0,1.2,1.0,0.8,1.2,1.44,2.04,302.0,0.6
04307A005 22821,HWB3,1.0,1.2,1.0,0.8,1.2,1.44,2.04,501.0,0.6
02924A012 00033,HWB3,0.9306048591020997,1.2,1.0,0.8,1.1167258309225196,1.3400709971070235,1.8984339125682832,501.0,0.6
20720 071 04166,HWB4,0.9923748047044564,1.2,1.0,0.8,1.1908497656453476,1.4290197187744171,2.0244446015970907,505.0,0.6
09511 006C29868,HWB15,1.0,1.025,1.0,0.75,0.7687499999999999,0.7687499999999999,1.1275,402.0,0.6
02184 010 04583,HWB10,0.8408964152537145,1.066,1.0,0.6,0.8067560207944138,0.9860351365265058,1.3445933679906896,202.0,0.6
09507 006 29678,HWB10,1.0,1.11,1.0,0.6,0.9990000000000001,1.2210000000000003,1.665,201.0,0.6
09507A006 29678,HWB10,1.0,1.11,1.0,0.6,0.9990000000000001,1.2210000000000003,1.665,201.0,0.6
02336 340 00957,HWB28,0.8620584814717586,1.0,1.0,0.8,0.8620584814717586,1.0344701777661103,1.4654994185019896,2.0,0.6
09803 006 29567,HWB22,1.0,1.11,1.0,0.6,0.9990000000000001,1.2210000000000003,1.665,605.0,0.6
02869 415 01253,HWB3,1.0,1.2,1.0,0.8,1.2,1.44,2.04,501.0,0.6
00493 066 04571,HWB28,0.9693774397962376,1.0,1.0,0.8,0.9693774397962376,1.163252927755485,1.647941647653604,219.0,0.6
17415 010 04226,HWB4,1.0,1.2,1.0,0.8,1.2,1.44,2.04,501.0,0.6
09802 006 29165,HWB22,1.0,1.11,1.0,0.6,0.9990000000000001,1.2210000000000003,1.665,605.0,0.6
00450 066 02460,HWB10,1.0,1.066,1.0,0.6,0.9594,1.1726,1.5990000000000002,204.0,0.6
19906 007 17457,HWB19,1.0,1.25,1.0,0.5,1.0,1.375,2.125,505.0,0.6
09801 006 28917,HWB3,0.9804395422147757,1.2,1.0,0.8,1.1765274506577308,1.411832940789277,2.0000966661181425,502.0,0.6
09801A006 28917,HWB3,0.9804395422147757,1.2,1.0,0.8,1.1765274506577308,1.411832940789277,2.0000966661181425,502.0,0.6
02778A005 21674,HWB3,1.0,1.2,1.0,0.8,1.2,1.44,2.04,501.0,0.6
02786A066 03982,HWB3,1.0,1.2,1.0,0.8,1.2,1.44,2.04,501.0,0.6
17461 066 03049,HWB28,0.9306048591020997,1.0,1.0,0.8,0.9306048591020997,1.1167258309225196,1.5820282604735694,219.0,0.6
02784B066 03859,HWB3,0.9890134482067499,1.2,1.0,0.8,1.1868161378480997,1.4241793654177195,2.0175874343417695,501.0,0.6
07293A006 28619,HWB3,0.9972571861702844,1.2,1.0,0.8,1.1967086234043411,1.4360503480852094,2.0344046597873797,502.0,0.6
07293B006 28619,HWB3,0.9972571861702844,1.2,1.0,0.8,1.1967086234043411,1.4360503480852094,2.0344046597873797,502.0,0.6
07293 066 03286,HWB10,1.0,1.11,1.0,0.6,0.9990000000000001,1.2210000000000003,1.665,202.0,0.6
07292A006 28584,HWB17,0.9752212653009334,1.125,1.0,0.25,0.38399337321224253,0.4937057655585976,0.7679867464244851,502.0,0.6
04834A340 00063,HWB10,0.9396529108447048,1.11,1.0,0.6,0.9387132579338602,1.1473162041413847,1.5645220965564337,201.0,0.6
07292B006 28584,HWB10,1.0,1.11,1.0,0.6,0.9990000000000001,1.2210000000000003,1.665,204.0,0.6
09500 066 03252,HWB17,0.9907710045452803,1.125,1.0,0.25,0.39011608303970413,0.5015778210510482,0.7802321660794083,502.0,0.6
09499 006 28568,HWB3,1.0,1.2,1.0,0.8,1.2,1.44,2.04,502.0,0.6
09499A006 28568,HWB3,1.0,1.2,1.0,0.8,1.2,1.44,2.04,502.0,0.6
17334 066 01643,HWB4,1.0,1.2,1.0,0.8,1.2,1.44,2.04,501.0,0.6
09385 071 03101,HWB17,1.0,1.125,1.0,0.25,0.39375,0.50625,0.7875,501.0,0.6
07291C006 28438,HWB10,0.9907710045452803,1.11,1.0,0.6,0.9897802335407352,1.2097313965497876,1.6496337225678919,201.0,0.6
07291D006 28438,HWB10,0.9907710045452803,1.11,1.0,0.6,0.9897802335407352,1.2097313965497876,1.6496337225678919,201.0,0.6
00818A066 01565,HWB3,0.9306048591020997,1.2,1.0,0.8,1.1167258309225196,1.3400709971070235,1.8984339125682832,102.0,0.6
01038A010 03364,HWB17,1.0,1.125,1.0,0.25,0.39375,0.50625,0.7875,502.0,0.6
09755 006C28364,HWB15,1.0,1.025,1.0,0.75,0.7687499999999999,0.7687499999999999,1.1275,402.0,0.6
06998 342 01591,HWB28,1.0,1.0,1.0,0.8,1.0,1.2,1.7,219.0,0.6
04855A342 00944,HWB17,1.0,1.125,1.0,0.25,0.39375,0.50625,0.7875,501.0,0.6
19905 007 16764,HWB4,0.9306048591020997,1.2,1.0,0.8,1.1167258309225196,1.3400709971070235,1.8984339125682832,505.0,0.6
02861 415 00342,HWB3,1.0,1.2,1.0,0.8,1.2,1.44,2.04,302.0,0.6
09780 006 28053,HWB22,1.0,1.11,1.0,0.6,0.9990000000000001,1.2210000000000003,1.665,605.0,0.6
13584 006C27864,HWB22,1.0,1.165,1.0,0.6,1.0485,1.2815,1.7475,605.0,0.6
00558A066 01261,HWB10,1.0,1.11,1.0,0.6,0.9990000000000001,1.2210000000000003,1.665,201.0,0.6
02773A005 20924,HWB3,1.0,1.2,1.0,0.8,1.2,1.44,2.04,501.0,0.6
00445A066 01095,HWB10,0.8180040381066943,1.11,1.0,0.6,0.8171860340685877,0.9987829305282739,1.361976723447646,205.0,0.6
09779 006C27391,HWB22,1.0,1.11,1.0,0.6,0.9990000000000001,1.2210000000000003,1.665,605.0,0.6
16066 071 02479,HWB3,1.0,1.2,1.0,0.8,1.2,1.44,2.04,501.0,0.6
22105 066 00854,HWB4,0.9923748047044564,1.2,1.0,0.8,1.1908497656453476,1.4290197187744171,2.0244446015970907,501.0,0.6
21206 006 27089,HWB4,1.0,1.2,1.0,0.8,1.2,1.44,2.04,319.0,0.6
18461 410 00031,HWB4,1.0,1.2,1.0,0.8,1.2,1.44,2.04,501.0,0.6
03595B442 02234,HWB3,1.0,1.2,1.0,0.8,1.2,1.44,2.04,501.0,0.6
09622 006C26826,HWB22,0.9662196574781543,1.165,1.0,0.6,1.0130813108658447,1.238210491058255,1.6884688514430748,605.0,0.6
21292 010 01786,HWB19,0.9723777946864669,1.125,1.0,0.5,0.8751400152178204,1.2033175209245028,1.859672532337868,502.0,0.6
00803A010 01997,HWB3,1.0,1.2,1.0,0.8,1.2,1.44,2.04,501.0,0.6
00836A010 01480,HWB17,1.0,1.125,1.0,0.25,0.39375,0.50625,0.7875,501.0,0.6
01996 010 02062,HWB10,1.0,1.0825,1.0,0.6,0.9742500000000001,1.1907500000000002,1.62375,204.0,0.6
00800A010 01919,HWB10,1.0,1.055,1.0,0.6,0.9495,1.1605,1.5825,202.0,0.6
09635 006 26492,HWB15,0.7379966361813765,1.0125,1.0,0.5604161956002327,0.5604161956002327,0.5604161956002327,0.8219437535470081,402.0,0.6
09635A006 26492,HWB15,0.7379966361813765,1.0125,1.0,0.5604161956002327,0.5604161956002327,0.5604161956002327,0.8219437535470081,402.0,0.6
09634 006 26421,HWB22,1.0,1.0825,1.0,0.6,0.9742500000000001,1.1907500000000002,1.62375,605.0,0.6
04821A010 00264,HWB3,1.0,1.2,1.0,0.8,1.2,1.44,2.04,502.0,0.6
09633 006 26234,HWB22,0.8994537199739336,1.165,1.0,0.6,0.9430772253926695,1.152649942146596,1.5717953756544492,605.0,0.6
09632 006 26185,HWB15,0.9987812824937321,1.025,1.0,0.75,0.7678131109170565,0.7678131109170565,1.126125896011683,402.0,0.6
09632A006 26184,HWB15,0.9987812824937321,1.025,1.0,0.75,0.7678131109170565,0.7678131109170565,1.126125896011683,402.0,0.6
09631A006 26093,HWB10,0.9850359010086873,1.11,1.0,0.6,0.9840508651076787,1.2027288351316074,1.6400847751794647,201.0,0.6
09631 006 26093,HWB10,0.9850359010086873,1.11,1.0,0.6,0.9840508651076787,1.2027288351316074,1.6400847751794647,201.0,0.6
09630 006 26031,HWB10,0.8687402259725124,1.0825,1.0,0.6,0.8463701651537203,1.0344524240767692,1.4106169419228671,205.0,0.6
09630A006 26030,HWB10,0.8687402259725124,1.0825,1.0,0.6,0.8463701651537203,1.0344524240767692,1.4106169419228671,205.0,0.6
08431 066 00026,HWB10,1.0,1.0471428571428572,1.0,0.6,0.9424285714285715,1.151857142857143,1.5707142857142857,205.0,0.6
08431A066 00012,HWB22,1.0,1.11,1.0,0.6,0.9990000000000001,1.2210000000000003,1.665,602.0,0.6
19681 006 25913,HWB23,0.8408964152537145,1.165,1.0,0.8816798913935197,0.8816798913935197,1.0776087561476353,1.4694664856558661,602.0,0.6
19682 006 25913,HWB23,0.8752396489642011,1.165,1.0,0.9,0.9176887719389649,1.121619610147624,1.5294812865649416,602.0,0.6
19684 006 25889,HWB23,0.9907710045452803,1.165,1.0,0.9,1.0388233982657264,1.269673042324777,1.7313723304428774,602.0,0.6
19683 006 25889,HWB23,1.0,1.33,1.0,0.9,1.197,1.4630000000000003,1.995,602.0,0.6
19229 006 25724,HWB23,1.0,1.165,1.0,0.9,1.0485,1.2815,1.7475,602.0,0.6
19230 006 25724,HWB23,1.0,1.165,1.0,0.9,1.0485,1.2815,1.7475,602.0,0.6
08427 006F25675,HWB10,0.893664092401218,1.0825,1.0,0.6,0.8706522420218867,1.0641305180267504,1.4510870700364777,204.0,0.6
08426 006C25642,HWB10,1.0,1.11,1.0,0.6,0.9990000000000001,1.2210000000000003,1.665,204.0,0.6
00626 006F25631,HWB3,1.0,1.2,1.0,0.8,1.2,1.44,2.04,211.0,0.6
