Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 8.6380e-1
 0.0037, 7.0636e-1
 0.0056, 5.5085e-1
 0.0084, 4.1072e-1
 0.0126, 2.9442e-1
 0.0190, 2.0022e-1
 0.0284, 1.3042e-1
 0.0427, 7.9258e-2
 0.0640, 4.4918e-2
 0.0960, 2.3543e-2
 0.1440, 1.1583e-2
 0.2160, 5.5757e-3
 0.3240, 2.7800e-3
 0.4860, 1.4507e-3
 0.7290, 7.4526e-4
 1.0900, 3.4795e-4
 1.6400, 1.3452e-4
 2.4600, 4.1023e-5
 3.6900, 9.0698e-6
5.5400,1.1677e-6
