Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 1.7389e-1
 0.0037, 1.3658e-1
 0.0056, 1.0389e-1
 0.0084, 7.6424e-2
 0.0126, 5.4322e-2
 0.0190, 3.6590e-2
 0.0284, 2.3635e-2
 0.0427, 1.4534e-2
 0.0640, 8.8519e-3
 0.0960, 5.5627e-3
 0.1440, 3.7104e-3
 0.2160, 2.5551e-3
 0.3240, 1.6945e-3
 0.4860, 1.0111e-3
 0.7290, 5.1738e-4
 1.0900, 2.2089e-4
 1.6400, 7.4077e-5
 2.4600, 1.8585e-5
 3.6900, 3.1614e-6
5.5400,1.0724e-7
