Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 2.3234e-1
 0.0037, 1.9234e-1
 0.0056, 1.5331e-1
 0.0084, 1.1802e-1
 0.0126, 8.8110e-2
 0.0190, 6.2951e-2
 0.0284, 4.3298e-2
 0.0427, 2.8006e-2
 0.0640, 1.7146e-2
 0.0960, 1.0055e-2
 0.1440, 5.8750e-3
 0.2160, 3.5580e-3
 0.3240, 2.2256e-3
 0.4860, 1.3590e-3
 0.7290, 7.5391e-4
 1.0900, 3.6117e-4
 1.6400, 1.4023e-4
 2.4600, 4.2632e-5
 3.6900, 9.2987e-6
5.5400,1.1896e-6
