Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 2.2905e-1
 0.0037, 1.9493e-1
 0.0056, 1.5885e-1
 0.0084, 1.2398e-1
 0.0126, 9.3122e-2
 0.0190, 6.6611e-2
 0.0284, 4.5841e-2
 0.0427, 2.9767e-2
 0.0640, 1.8366e-2
 0.0960, 1.0864e-2
 0.1440, 6.4085e-3
 0.2160, 3.9913e-3
 0.3240, 2.7064e-3
 0.4860, 1.9222e-3
 0.7290, 1.3162e-3
 1.0900, 8.0713e-4
 1.6400, 4.1227e-4
 2.4600, 1.6938e-4
 3.6900, 5.2834e-5
5.5400,1.0909e-5
