Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 4.3013e-1
 0.0037, 3.5812e-1
 0.0056, 2.8441e-1
 0.0084, 2.1592e-1
 0.0126, 1.5771e-1
 0.0190, 1.0971e-1
 0.0284, 7.3575e-2
 0.0427, 4.6629e-2
 0.0640, 2.8082e-2
 0.0960, 1.6115e-2
 0.1440, 9.1004e-3
 0.2160, 5.3771e-3
 0.3240, 3.5198e-3
 0.4860, 2.5077e-3
 0.7290, 1.7757e-3
 1.0900, 1.1414e-3
 1.6400, 6.1458e-4
 2.4600, 2.6673e-4
 3.6900, 8.8455e-5
5.5400,2.0092e-5
