Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 2.2299e-1
 0.0037, 1.8820e-1
 0.0056, 1.5322e-1
 0.0084, 1.2050e-1
 0.0126, 9.1723e-2
 0.0190, 6.6613e-2
 0.0284, 4.6454e-2
 0.0427, 3.0540e-2
 0.0640, 1.9092e-2
 0.0960, 1.1373e-2
 0.1440, 6.5228e-3
 0.2160, 3.6460e-3
 0.3240, 2.0166e-3
 0.4860, 1.1090e-3
 0.7290, 5.8602e-4
 1.0900, 2.7720e-4
 1.6400, 1.0522e-4
 2.4600, 3.0418e-5
 3.6900, 6.0931e-6
5.5400,6.8657e-7
