Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 6.4712e-1
 0.0037, 4.9479e-1
 0.0056, 3.6261e-1
 0.0084, 2.5462e-1
 0.0126, 1.7150e-1
 0.0190, 1.0852e-1
 0.0284, 6.5162e-2
 0.0427, 3.6251e-2
 0.0640, 1.9040e-2
 0.0960, 9.6768e-3
 0.1440, 5.0503e-3
 0.2160, 2.8301e-3
 0.3240, 1.6492e-3
 0.4860, 9.1864e-4
 0.7290, 4.5229e-4
 1.0900, 1.8772e-4
 1.6400, 6.1061e-5
 2.4600, 1.4883e-5
 3.6900, 2.3630e-6
5.5400,4.7400e-8
