Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 2.4131e-1
 0.0037, 2.0802e-1
 0.0056, 1.7234e-1
 0.0084, 1.3715e-1
 0.0126, 1.0515e-1
 0.0190, 7.6857e-2
 0.0284, 5.4044e-2
 0.0427, 3.5915e-2
 0.0640, 2.2698e-2
 0.0960, 1.3669e-2
 0.1440, 7.9830e-3
 0.2160, 4.6172e-3
 0.3240, 2.6636e-3
 0.4860, 1.4977e-3
 0.7290, 7.8206e-4
 1.0900, 3.6190e-4
 1.6400, 1.3855e-4
 2.4600, 4.2257e-5
 3.6900, 9.3665e-6
5.5400,1.2452e-6
