Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 1.2586e-1
 0.0037, 9.6036e-2
 0.0056, 7.0557e-2
 0.0084, 4.9718e-2
 0.0126, 3.3699e-2
 0.0190, 2.1802e-2
 0.0284, 1.3931e-2
 0.0427, 8.8610e-3
 0.0640, 5.7645e-3
 0.0960, 3.7852e-3
 0.1440, 2.4172e-3
 0.2160, 1.4276e-3
 0.3240, 7.4556e-4
 0.4860, 3.3201e-4
 0.7290, 1.2189e-4
 1.0900, 3.5711e-5
 1.6400, 7.4447e-6
 2.4600, 9.0190e-7
 3.6900, 2.2493e-8
5.5400,3.2825e-10
