Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 6.3645e-1
 0.0037, 4.8856e-1
 0.0056, 3.5983e-1
 0.0084, 2.5416e-1
 0.0126, 1.7230e-1
 0.0190, 1.0976e-1
 0.0284, 6.6324e-2
 0.0427, 3.7117e-2
 0.0640, 1.9574e-2
 0.0960, 9.9137e-3
 0.1440, 5.0399e-3
 0.2160, 2.6497e-3
 0.3240, 1.4039e-3
 0.4860, 7.0110e-4
 0.7290, 3.0696e-4
 1.0900, 1.1229e-4
 1.6400, 3.1278e-5
 2.4600, 6.3122e-6
 3.6900, 5.6696e-7
5.5400,1.1562e-9
