Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 2.4132e-1
 0.0037, 2.0804e-1
 0.0056, 1.7235e-1
 0.0084, 1.3716e-1
 0.0126, 1.0516e-1
 0.0190, 7.6865e-2
 0.0284, 5.4049e-2
 0.0427, 3.5920e-2
 0.0640, 2.2702e-2
 0.0960, 1.3671e-2
 0.1440, 7.9840e-3
 0.2160, 4.6177e-3
 0.3240, 2.6637e-3
 0.4860, 1.4976e-3
 0.7290, 7.8195e-4
 1.0900, 3.6182e-4
 1.6400, 1.3850e-4
 2.4600, 4.2240e-5
 3.6900, 9.3614e-6
5.5400,1.2442e-6
