Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 7.4483e-2
 0.0037, 5.2064e-2
 0.0056, 3.4710e-2
 0.0084, 2.1990e-2
 0.0126, 1.3360e-2
 0.0190, 7.7243e-3
 0.0284, 4.3791e-3
 0.0427, 2.3700e-3
 0.0640, 1.2129e-3
 0.0960, 5.6579e-4
 0.1440, 2.3393e-4
 0.2160, 8.3497e-5
 0.3240, 2.4960e-5
 0.4860, 5.9387e-6
 0.7290, 1.0272e-6
 1.0900, 1.1071e-7
 1.6400, 1.0903e-8
 2.4600, 5.2995e-10
 3.6900, 5.6154e-12
5.5400,
