Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 1.9448e-1
 0.0037, 1.6268e-1
 0.0056, 1.3141e-1
 0.0084, 1.0272e-1
 0.0126, 7.7939e-2
 0.0190, 5.6628e-2
 0.0284, 3.9623e-2
 0.0427, 2.6171e-2
 0.0640, 1.6481e-2
 0.0960, 1.0022e-2
 0.1440, 6.0699e-3
 0.2160, 3.7486e-3
 0.3240, 2.3383e-3
 0.4860, 1.4041e-3
 0.7290, 7.6320e-4
 1.0900, 3.5886e-4
 1.6400, 1.3688e-4
 2.4600, 4.0879e-5
 3.6900, 8.6910e-6
5.5400,1.0707e-6
