Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 1.7711e-1
 0.0037, 1.4352e-1
 0.0056, 1.1203e-1
 0.0084, 8.4180e-2
 0.0126, 6.0969e-2
 0.0190, 4.1969e-2
 0.0284, 2.7889e-2
 0.0427, 1.7773e-2
 0.0640, 1.1176e-2
 0.0960, 7.0535e-3
 0.1440, 4.4929e-3
 0.2160, 2.8140e-3
 0.3240, 1.6535e-3
 0.4860, 8.6953e-4
 0.7290, 3.9405e-4
 1.0900, 1.5008e-4
 1.6400, 4.4762e-5
 2.4600, 1.0113e-5
 3.6900, 1.4206e-6
5.5400,1.0141e-7
