Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 1.9722e-1
 0.0037, 1.6511e-1
 0.0056, 1.3260e-1
 0.0084, 1.0227e-1
 0.0126, 7.6081e-2
 0.0190, 5.3992e-2
 0.0284, 3.6954e-2
 0.0427, 2.3988e-2
 0.0640, 1.4959e-2
 0.0960, 9.1161e-3
 0.1440, 5.6767e-3
 0.2160, 3.7887e-3
 0.3240, 2.7252e-3
 0.4860, 2.0009e-3
 0.7290, 1.3883e-3
 1.0900, 8.5568e-4
 1.6400, 4.3891e-4
 2.4600, 1.8148e-4
 3.6900, 5.7169e-5
5.5400,1.2114e-5
