Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 1.7234e-1
 0.0037, 1.3950e-1
 0.0056, 1.0884e-1
 0.0084, 8.1784e-2
 0.0126, 5.9251e-2
 0.0190, 4.0811e-2
 0.0284, 2.7156e-2
 0.0427, 1.7360e-2
 0.0640, 1.0974e-2
 0.0960, 6.9716e-3
 0.1440, 4.4636e-3
 0.2160, 2.8007e-3
 0.3240, 1.6433e-3
 0.4860, 8.6148e-4
 0.7290, 3.8979e-4
 1.0900, 1.4912e-4
 1.6400, 4.5321e-5
 2.4600, 1.0757e-5
 3.6900, 1.7352e-6
5.5400,1.9394e-7
