Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 1.7076e-1
 0.0037, 1.3802e-1
 0.0056, 1.0757e-1
 0.0084, 8.0744e-2
 0.0126, 5.8453e-2
 0.0190, 4.0240e-2
 0.0284, 2.6773e-2
 0.0427, 1.7123e-2
 0.0640, 1.0842e-2
 0.0960, 6.9084e-3
 0.1440, 4.4391e-3
 0.2160, 2.7960e-3
 0.3240, 1.6498e-3
 0.4860, 8.7327e-4
 0.7290, 4.0065e-4
 1.0900, 1.5554e-4
 1.6400, 4.7763e-5
 2.4600, 1.1264e-5
 3.6900, 1.6993e-6
5.5400,1.2881e-7
