Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 1.7355e-1
 0.0037, 1.3636e-1
 0.0056, 1.0375e-1
 0.0084, 7.6358e-2
 0.0126, 5.4289e-2
 0.0190, 3.6570e-2
 0.0284, 2.3619e-2
 0.0427, 1.4520e-2
 0.0640, 8.8418e-3
 0.0960, 5.5546e-3
 0.1440, 3.7026e-3
 0.2160, 2.5463e-3
 0.3240, 1.6853e-3
 0.4860, 1.0030e-3
 0.7290, 5.1167e-4
 1.0900, 2.1771e-4
 1.6400, 7.2706e-5
 2.4600, 1.8135e-5
 3.6900, 3.0568e-6
5.5400,9.5869e-8
