Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 2.0284e-1
 0.0037, 1.7246e-1
 0.0056, 1.4123e-1
 0.0084, 1.1143e-1
 0.0126, 8.4957e-2
 0.0190, 6.1883e-2
 0.0284, 4.3486e-2
 0.0427, 2.9038e-2
 0.0640, 1.8644e-2
 0.0960, 1.1610e-2
 0.1440, 7.1430e-3
 0.2160, 4.3723e-3
 0.3240, 2.6156e-3
 0.4860, 1.4679e-3
 0.7290, 7.3547e-4
 1.0900, 3.1627e-4
 1.6400, 1.0932e-4
 2.4600, 2.9215e-5
 3.6900, 5.4358e-6
5.5400,5.4847e-7
