Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 1.6514e-1
 0.0037, 1.3326e-1
 0.0056, 1.0377e-1
 0.0084, 7.7872e-2
 0.0126, 5.6381e-2
 0.0190, 3.8837e-2
 0.0284, 2.5875e-2
 0.0427, 1.6597e-2
 0.0640, 1.0556e-2
 0.0960, 6.7597e-3
 0.1440, 4.3599e-3
 0.2160, 2.7496e-3
 0.3240, 1.6174e-3
 0.4860, 8.4628e-4
 0.7290, 3.7797e-4
 1.0900, 1.3985e-4
 1.6400, 3.9603e-5
 2.4600, 8.0898e-6
 3.6900, 8.3171e-7
5.5400,1.2979e-8
