Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 1.9525e-1
 0.0037, 1.6302e-1
 0.0056, 1.3061e-1
 0.0084, 1.0054e-1
 0.0126, 7.4678e-2
 0.0190, 5.2930e-2
 0.0284, 3.6201e-2
 0.0427, 2.3507e-2
 0.0640, 1.4694e-2
 0.0960, 8.9978e-3
 0.1440, 5.6431e-3
 0.2160, 3.7963e-3
 0.3240, 2.7508e-3
 0.4860, 2.0323e-3
 0.7290, 1.4185e-3
 1.0900, 8.7989e-4
 1.6400, 4.5474e-4
 2.4600, 1.8961e-4
 3.6900, 6.0331e-5
5.5400,1.2993e-5
