Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 2.0832e-1
 0.0037, 1.7736e-1
 0.0056, 1.4534e-1
 0.0084, 1.1465e-1
 0.0126, 8.7339e-2
 0.0190, 6.3542e-2
 0.0284, 4.4587e-2
 0.0427, 2.9713e-2
 0.0640, 1.9017e-2
 0.0960, 1.1790e-2
 0.1440, 7.2211e-3
 0.2160, 4.4140e-3
 0.3240, 2.6569e-3
 0.4860, 1.5166e-3
 0.7290, 7.8104e-4
 1.0900, 3.4742e-4
 1.6400, 1.2464e-4
 2.4600, 3.4720e-5
 3.6900, 6.7811e-6
5.5400,7.2765e-7
