Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 2.1209e-1
 0.0037, 1.8055e-1
 0.0056, 1.4779e-1
 0.0084, 1.1636e-1
 0.0126, 8.8417e-2
 0.0190, 6.4124e-2
 0.0284, 4.4816e-2
 0.0427, 2.9692e-2
 0.0640, 1.8845e-2
 0.0960, 1.1563e-2
 0.1440, 7.0322e-3
 0.2160, 4.3297e-3
 0.3240, 2.6855e-3
 0.4860, 1.6123e-3
 0.7290, 8.8485e-4
 1.0900, 4.2412e-4
 1.6400, 1.6717e-4
 2.4600, 5.2621e-5
 3.6900, 1.2178e-5
5.5400,1.7668e-6
