Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 2.0469e-1
 0.0037, 1.7439e-1
 0.0056, 1.4317e-1
 0.0084, 1.1324e-1
 0.0126, 8.6531e-2
 0.0190, 6.3149e-2
 0.0284, 4.4437e-2
 0.0427, 2.9700e-2
 0.0640, 1.9071e-2
 0.0960, 1.1856e-2
 0.1440, 7.2466e-3
 0.2160, 4.3703e-3
 0.3240, 2.5488e-3
 0.4860, 1.3809e-3
 0.7290, 6.6304e-4
 1.0900, 2.7161e-4
 1.6400, 8.8179e-5
 2.4600, 2.1638e-5
 3.6900, 3.5320e-6
5.5400,2.7371e-7
