Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 1.4016e-1
 0.0037, 1.0268e-1
 0.0056, 7.2691e-2
 0.0084, 4.9449e-2
 0.0126, 3.2298e-2
 0.0190, 1.9994e-2
 0.0284, 1.2193e-2
 0.0427, 7.5183e-3
 0.0640, 5.0219e-3
 0.0960, 3.7231e-3
 0.1440, 2.9506e-3
 0.2160, 2.3054e-3
 0.3240, 1.6448e-3
 0.4860, 1.0159e-3
 0.7290, 5.2501e-4
 1.0900, 2.2364e-4
 1.6400, 7.4810e-5
 2.4600, 1.8870e-5
 3.6900, 3.0866e-6
5.5400,1.8482e-7
