Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 2.1338e-1
 0.0037, 1.8214e-1
 0.0056, 1.4964e-1
 0.0084, 1.1833e-1
 0.0126, 9.0331e-2
 0.0190, 6.5822e-2
 0.0284, 4.6235e-2
 0.0427, 3.0825e-2
 0.0640, 1.9718e-2
 0.0960, 1.2198e-2
 0.1440, 7.4344e-3
 0.2160, 4.5039e-3
 0.3240, 2.6686e-3
 0.4860, 1.4849e-3
 0.7290, 7.3783e-4
 1.0900, 3.1431e-4
 1.6400, 1.0689e-4
 2.4600, 2.7690e-5
 3.6900, 4.9092e-6
5.5400,4.3741e-7
