Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 2.0386e-1
 0.0037, 1.7358e-1
 0.0056, 1.4243e-1
 0.0084, 1.1262e-1
 0.0126, 8.6047e-2
 0.0190, 6.2790e-2
 0.0284, 4.4182e-2
 0.0427, 2.9531e-2
 0.0640, 1.8968e-2
 0.0960, 1.1798e-2
 0.1440, 7.2168e-3
 0.2160, 4.3558e-3
 0.3240, 2.5425e-3
 0.4860, 1.3801e-3
 0.7290, 6.6547e-4
 1.0900, 2.7454e-4
 1.6400, 8.9963e-5
 2.4600, 2.2352e-5
 3.6900, 3.7148e-6
5.5400,2.9153e-7
