Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 4.3941e-1
 0.0037, 3.4526e-1
 0.0056, 2.6165e-1
 0.0084, 1.9092e-1
 0.0126, 1.3398e-1
 0.0190, 8.8636e-2
 0.0284, 5.5947e-2
 0.0427, 3.3298e-2
 0.0640, 1.9220e-2
 0.0960, 1.0950e-2
 0.1440, 6.2343e-3
 0.2160, 3.5142e-3
 0.3240, 1.9136e-3
 0.4860, 9.7874e-4
 0.7290, 4.5596e-4
 1.0900, 1.8811e-4
 1.6400, 6.4465e-5
 2.4600, 1.7836e-5
 3.6900, 3.5757e-6
5.5400,4.3969e-7
