Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 1.7413e-1
 0.0037, 1.3673e-1
 0.0056, 1.0397e-1
 0.0084, 7.6470e-2
 0.0126, 5.4346e-2
 0.0190, 3.6605e-2
 0.0284, 2.3646e-2
 0.0427, 1.4542e-2
 0.0640, 8.8589e-3
 0.0960, 5.5684e-3
 0.1440, 3.7160e-3
 0.2160, 2.5612e-3
 0.3240, 1.7011e-3
 0.4860, 1.0168e-3
 0.7290, 5.2136e-4
 1.0900, 2.2311e-4
 1.6400, 7.5036e-5
 2.4600, 1.8900e-5
 3.6900, 3.2346e-6
5.5400,1.1520e-7
