Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 4.3249e-2
 0.0037, 3.0223e-2
 0.0056, 2.0038e-2
 0.0084, 1.2516e-2
 0.0126, 7.3908e-3
 0.0190, 4.0468e-3
 0.0284, 2.0987e-3
 0.0427, 1.0024e-3
 0.0640, 4.4784e-4
 0.0960, 1.8574e-4
 0.1440, 7.1455e-5
 0.2160, 2.5192e-5
 0.3240, 7.9963e-6
 0.4860, 2.2308e-6
 0.7290, 5.1067e-7
 1.0900, 8.4687e-8
 1.6400, 8.3929e-9
 2.4600, 4.0885e-10
 3.6900, 4.1292e-12
5.5400,
