Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 2.2775e-1
 0.0037, 1.8885e-1
 0.0056, 1.5081e-1
 0.0084, 1.1632e-1
 0.0126, 8.7012e-2
 0.0190, 6.2286e-2
 0.0284, 4.2933e-2
 0.0427, 2.7870e-2
 0.0640, 1.7174e-2
 0.0960, 1.0177e-2
 0.1440, 6.0300e-3
 0.2160, 3.7112e-3
 0.3240, 2.3666e-3
 0.4860, 1.4807e-3
 0.7290, 8.4642e-4
 1.0900, 4.2032e-4
 1.6400, 1.7047e-4
 2.4600, 5.4817e-5
 3.6900, 1.2844e-5
5.5400,1.8502e-6
