Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 2.3943e-1
 0.0037, 1.9781e-1
 0.0056, 1.5731e-1
 0.0084, 1.2077e-1
 0.0126, 8.9912e-2
 0.0190, 6.4055e-2
 0.0284, 4.3935e-2
 0.0427, 2.8334e-2
 0.0640, 1.7287e-2
 0.0960, 1.0093e-2
 0.1440, 5.8710e-3
 0.2160, 3.5445e-3
 0.3240, 2.2153e-3
 0.4860, 1.3536e-3
 0.7290, 7.5180e-4
 1.0900, 3.6050e-4
 1.6400, 1.4008e-4
 2.4600, 4.2612e-5
 3.6900, 9.3060e-6
5.5400,1.1910e-6
