Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 1.7593e-1
 0.0037, 1.4255e-1
 0.0056, 1.1128e-1
 0.0084, 8.3625e-2
 0.0126, 6.0580e-2
 0.0190, 4.1713e-2
 0.0284, 2.7730e-2
 0.0427, 1.7687e-2
 0.0640, 1.1136e-2
 0.0960, 7.0396e-3
 0.1440, 4.4906e-3
 0.2160, 2.8147e-3
 0.3240, 1.6537e-3
 0.4860, 8.6857e-4
 0.7290, 3.9299e-4
 1.0900, 1.4958e-4
 1.6400, 4.4711e-5
 2.4600, 1.0191e-5
 3.6900, 1.4841e-6
5.5400,1.2339e-7
