Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 2.3225e-1
 0.0037, 1.9228e-1
 0.0056, 1.5328e-1
 0.0084, 1.1799e-1
 0.0126, 8.8092e-2
 0.0190, 6.2941e-2
 0.0284, 4.3292e-2
 0.0427, 2.8004e-2
 0.0640, 1.7147e-2
 0.0960, 1.0057e-2
 0.1440, 5.8783e-3
 0.2160, 3.5614e-3
 0.3240, 2.2290e-3
 0.4860, 1.3621e-3
 0.7290, 7.5636e-4
 1.0900, 3.6274e-4
 1.6400, 1.4102e-4
 2.4600, 4.2945e-5
 3.6900, 9.3879e-6
5.5400,1.2058e-6
