Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 3.5326e-1
 0.0037, 2.4984e-1
 0.0056, 1.6941e-1
 0.0084, 1.0938e-1
 0.0126, 6.7101e-2
 0.0190, 3.8322e-2
 0.0284, 2.1018e-2
 0.0427, 1.1175e-2
 0.0640, 6.2216e-3
 0.0960, 3.8479e-3
 0.1440, 2.6086e-3
 0.2160, 1.7727e-3
 0.3240, 1.1090e-3
 0.4860, 6.0555e-4
 0.7290, 2.7950e-4
 1.0900, 1.0691e-4
 1.6400, 3.1806e-5
 2.4600, 7.1391e-6
 3.6900, 9.0944e-7
5.5400,5.9614e-9
