Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 1.7696e-1
 0.0037, 1.4345e-1
 0.0056, 1.1203e-1
 0.0084, 8.4221e-2
 0.0126, 6.1024e-2
 0.0190, 4.2022e-2
 0.0284, 2.7933e-2
 0.0427, 1.7807e-2
 0.0640, 1.1197e-2
 0.0960, 7.0636e-3
 0.1440, 4.4949e-3
 0.2160, 2.8119e-3
 0.3240, 1.6487e-3
 0.4860, 8.6150e-4
 0.7290, 3.8468e-4
 1.0900, 1.4251e-4
 1.6400, 4.0531e-5
 2.4600, 8.4331e-6
 3.6900, 9.6431e-7
5.5400,5.4377e-8
