Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 2.2561e-1
 0.0037, 1.8698e-1
 0.0056, 1.4926e-1
 0.0084, 1.1508e-1
 0.0126, 8.6070e-2
 0.0190, 6.1624e-2
 0.0284, 4.2516e-2
 0.0427, 2.7656e-2
 0.0640, 1.7104e-2
 0.0960, 1.0186e-2
 0.1440, 6.0667e-3
 0.2160, 3.7471e-3
 0.3240, 2.3933e-3
 0.4860, 1.4988e-3
 0.7290, 8.5809e-4
 1.0900, 4.2722e-4
 1.6400, 1.7392e-4
 2.4600, 5.6209e-5
 3.6900, 1.3262e-5
5.5400,1.9331e-6
