Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 4.3148e-1
 0.0037, 3.3862e-1
 0.0056, 2.5628e-1
 0.0084, 1.8675e-1
 0.0126, 1.3087e-1
 0.0190, 8.6434e-2
 0.0284, 5.4472e-2
 0.0427, 3.2386e-2
 0.0640, 1.8718e-2
 0.0960, 1.0737e-2
 0.1440, 6.2094e-3
 0.2160, 3.5847e-3
 0.3240, 2.0092e-3
 0.4860, 1.0607e-3
 0.7290, 5.1123e-4
 1.0900, 2.1805e-4
 1.6400, 7.6863e-5
 2.4600, 2.1714e-5
 3.6900, 4.4102e-6
5.5400,4.8736e-7
