Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 1.5013e-1
 0.0037, 1.2066e-1
 0.0056, 9.3903e-2
 0.0084, 7.0530e-2
 0.0126, 5.1027e-2
 0.0190, 3.5010e-2
 0.0284, 2.3198e-2
 0.0427, 1.4843e-2
 0.0640, 9.4973e-3
 0.0960, 6.1993e-3
 0.1440, 4.1388e-3
 0.2160, 2.7378e-3
 0.3240, 1.7030e-3
 0.4860, 9.4723e-4
 0.7290, 4.5188e-4
 1.0900, 1.7994e-4
 1.6400, 5.5898e-5
 2.4600, 1.2786e-5
 3.6900, 1.8418e-6
5.5400,3.1574e-8
