Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 1.7707e-1
 0.0037, 1.4349e-1
 0.0056, 1.1201e-1
 0.0084, 8.4165e-2
 0.0126, 6.0960e-2
 0.0190, 4.1964e-2
 0.0284, 2.7885e-2
 0.0427, 1.7772e-2
 0.0640, 1.1175e-2
 0.0960, 7.0536e-3
 0.1440, 4.4931e-3
 0.2160, 2.8140e-3
 0.3240, 1.6533e-3
 0.4860, 8.6909e-4
 0.7290, 3.9355e-4
 1.0900, 1.4972e-4
 1.6400, 4.4575e-5
 2.4600, 1.0044e-5
 3.6900, 1.4045e-6
5.5400,1.0014e-7
