Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 2.1269e-1
 0.0037, 1.8153e-1
 0.0056, 1.4914e-1
 0.0084, 1.1794e-1
 0.0126, 9.0038e-2
 0.0190, 6.5618e-2
 0.0284, 4.6100e-2
 0.0427, 3.0742e-2
 0.0640, 1.9673e-2
 0.0960, 1.2177e-2
 0.1440, 7.4266e-3
 0.2160, 4.5024e-3
 0.3240, 2.6692e-3
 0.4860, 1.4855e-3
 0.7290, 7.3783e-4
 1.0900, 3.1404e-4
 1.6400, 1.0666e-4
 2.4600, 2.7582e-5
 3.6900, 4.8761e-6
5.5400,4.3308e-7
