Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 1.7509e-1
 0.0037, 1.4182e-1
 0.0056, 1.1068e-1
 0.0084, 8.3158e-2
 0.0126, 6.0234e-2
 0.0190, 4.1472e-2
 0.0284, 2.7571e-2
 0.0427, 1.7592e-2
 0.0640, 1.1085e-2
 0.0960, 7.0174e-3
 0.1440, 4.4830e-3
 0.2160, 2.8135e-3
 0.3240, 1.6564e-3
 0.4860, 8.7455e-4
 0.7290, 4.0032e-4
 1.0900, 1.5558e-4
 1.6400, 4.8151e-5
 2.4600, 1.1614e-5
 3.6900, 1.8854e-6
5.5400,1.8295e-7
