Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 1.9126e-1
 0.0037, 1.5572e-1
 0.0056, 1.2190e-1
 0.0084, 9.1549e-2
 0.0126, 6.5988e-2
 0.0190, 4.4950e-2
 0.0284, 2.9319e-2
 0.0427, 1.8038e-2
 0.0640, 1.0605e-2
 0.0960, 5.9339e-3
 0.1440, 3.1382e-3
 0.2160, 1.5375e-3
 0.3240, 6.7827e-4
 0.4860, 2.6125e-4
 0.7290, 8.5116e-5
 1.0900, 2.2825e-5
 1.6400, 4.6522e-6
 2.4600, 7.4553e-7
 3.6900, 9.4969e-8
5.5400,7.3137e-9
