Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 2.1801e-1
 0.0037, 1.8654e-1
 0.0056, 1.5367e-1
 0.0084, 1.2182e-1
 0.0126, 9.3175e-2
 0.0190, 6.7988e-2
 0.0284, 4.7793e-2
 0.0427, 3.1868e-2
 0.0640, 2.0358e-2
 0.0960, 1.2517e-2
 0.1440, 7.5054e-3
 0.2160, 4.4109e-3
 0.3240, 2.5028e-3
 0.4860, 1.3193e-3
 0.7290, 6.1225e-4
 1.0900, 2.3835e-4
 1.6400, 7.1494e-5
 2.4600, 1.5442e-5
 3.6900, 1.9260e-6
5.5400,8.1683e-8
