Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 1.0962e-1
 0.0037, 8.1746e-2
 0.0056, 5.8705e-2
 0.0084, 4.0439e-2
 0.0126, 2.6777e-2
 0.0190, 1.6885e-2
 0.0284, 1.0546e-2
 0.0427, 6.6828e-3
 0.0640, 4.5671e-3
 0.0960, 3.4379e-3
 0.1440, 2.7722e-3
 0.2160, 2.2406e-3
 0.3240, 1.6897e-3
 0.4860, 1.1197e-3
 0.7290, 6.2407e-4
 1.0900, 2.8581e-4
 1.6400, 1.0283e-4
 2.4600, 2.8355e-5
 3.6900, 5.0327e-6
5.5400,2.5886e-7
