Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 2.1331e-1
 0.0037, 1.8207e-1
 0.0056, 1.4959e-1
 0.0084, 1.1829e-1
 0.0126, 9.0299e-2
 0.0190, 6.5801e-2
 0.0284, 4.6222e-2
 0.0427, 3.0817e-2
 0.0640, 1.9714e-2
 0.0960, 1.2196e-2
 0.1440, 7.4338e-3
 0.2160, 4.5038e-3
 0.3240, 2.6688e-3
 0.4860, 1.4849e-3
 0.7290, 7.3773e-4
 1.0900, 3.1416e-4
 1.6400, 1.0679e-4
 2.4600, 2.7647e-5
 3.6900, 4.8968e-6
5.5400,4.3566e-7
