Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 1.7415e-1
 0.0037, 1.3669e-1
 0.0056, 1.0394e-1
 0.0084, 7.6462e-2
 0.0126, 5.4340e-2
 0.0190, 3.6555e-2
 0.0284, 2.3525e-2
 0.0427, 1.4357e-2
 0.0640, 8.6464e-3
 0.0960, 5.3539e-3
 0.1440, 3.4980e-3
 0.2160, 2.3342e-3
 0.3240, 1.4818e-3
 0.4860, 8.3733e-4
 0.7290, 4.0198e-4
 1.0900, 1.5957e-4
 1.6400, 4.8841e-5
 2.4600, 1.0915e-5
 3.6900, 1.4528e-6
5.5400,1.4147e-8
