Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 2.0285e-1
 0.0037, 1.7246e-1
 0.0056, 1.4123e-1
 0.0084, 1.1144e-1
 0.0126, 8.4962e-2
 0.0190, 6.1887e-2
 0.0284, 4.3489e-2
 0.0427, 2.9041e-2
 0.0640, 1.8645e-2
 0.0960, 1.1611e-2
 0.1440, 7.1434e-3
 0.2160, 4.3725e-3
 0.3240, 2.6155e-3
 0.4860, 1.4678e-3
 0.7290, 7.3541e-4
 1.0900, 3.1624e-4
 1.6400, 1.0929e-4
 2.4600, 2.9205e-5
 3.6900, 5.4325e-6
5.5400,5.4777e-7
