Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 4.1125e-1
 0.0037, 2.9274e-1
 0.0056, 1.9952e-1
 0.0084, 1.2930e-1
 0.0126, 7.9483e-2
 0.0190, 4.5356e-2
 0.0284, 2.4713e-2
 0.0427, 1.2907e-2
 0.0640, 6.9431e-3
 0.0960, 4.1011e-3
 0.1440, 2.6710e-3
 0.2160, 1.7703e-3
 0.3240, 1.0923e-3
 0.4860, 5.9166e-4
 0.7290, 2.7157e-4
 1.0900, 1.0335e-4
 1.6400, 3.0596e-5
 2.4600, 6.8154e-6
 3.6900, 8.5313e-7
5.5400,3.3783e-9
