Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 1.0193e-1
 0.0037, 7.7540e-2
 0.0056, 5.6824e-2
 0.0084, 3.9845e-2
 0.0126, 2.6831e-2
 0.0190, 1.7322e-2
 0.0284, 1.1209e-2
 0.0427, 7.3886e-3
 0.0640, 5.0844e-3
 0.0960, 3.5646e-3
 0.1440, 2.4268e-3
 0.2160, 1.5226e-3
 0.3240, 8.4387e-4
 0.4860, 4.0022e-4
 0.7290, 1.5809e-4
 1.0900, 5.0722e-5
 1.6400, 1.2197e-5
 2.4600, 1.9253e-6
 3.6900, 1.1696e-7
5.5400,2.4054e-10
