Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 1.8253e-1
 0.0037, 1.5380e-1
 0.0056, 1.2525e-1
 0.0084, 9.8694e-2
 0.0126, 7.5398e-2
 0.0190, 5.5098e-2
 0.0284, 3.8786e-2
 0.0427, 2.5878e-2
 0.0640, 1.6582e-2
 0.0960, 1.0333e-2
 0.1440, 6.4108e-3
 0.2160, 4.0122e-3
 0.3240, 2.4972e-3
 0.4860, 1.4809e-3
 0.7290, 7.9340e-4
 1.0900, 3.6824e-4
 1.6400, 1.3884e-4
 2.4600, 4.1059e-5
 3.6900, 8.6158e-6
5.5400,1.0333e-6
