Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 8.5362e-1
 0.0037, 7.0070e-1
 0.0056, 5.4901e-1
 0.0084, 4.1160e-1
 0.0126, 2.9687e-1
 0.0190, 2.0330e-1
 0.0284, 1.3337e-1
 0.0427, 8.1644e-2
 0.0640, 4.6593e-2
 0.0960, 2.4563e-2
 0.1440, 1.2093e-2
 0.2160, 5.7282e-3
 0.3240, 2.7183e-3
 0.4860, 1.3037e-3
 0.7290, 6.0551e-4
 1.0900, 2.5417e-4
 1.6400, 8.7544e-5
 2.4600, 2.3278e-5
 3.6900, 4.2592e-6
5.5400,3.7303e-7
