Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 1.2574e-1
 0.0037, 9.5950e-2
 0.0056, 7.0493e-2
 0.0084, 4.9673e-2
 0.0126, 3.3670e-2
 0.0190, 2.1784e-2
 0.0284, 1.3921e-2
 0.0427, 8.8567e-3
 0.0640, 5.7634e-3
 0.0960, 3.7858e-3
 0.1440, 2.4185e-3
 0.2160, 1.4292e-3
 0.3240, 7.4697e-4
 0.4860, 3.3302e-4
 0.7290, 1.2246e-4
 1.0900, 3.5957e-5
 1.6400, 7.5232e-6
 2.4600, 9.1725e-7
 3.6900, 2.3481e-8
5.5400,3.3361e-10
