Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 2.1343e-1
 0.0037, 1.8219e-1
 0.0056, 1.4969e-1
 0.0084, 1.1839e-1
 0.0126, 9.0385e-2
 0.0190, 6.5869e-2
 0.0284, 4.6272e-2
 0.0427, 3.0852e-2
 0.0640, 1.9737e-2
 0.0960, 1.2209e-2
 0.1440, 7.4405e-3
 0.2160, 4.5068e-3
 0.3240, 2.6696e-3
 0.4860, 1.4840e-3
 0.7290, 7.3561e-4
 1.0900, 3.1194e-4
 1.6400, 1.0536e-4
 2.4600, 2.7029e-5
 3.6900, 4.7189e-6
5.5400,4.0936e-7
