Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 1.7587e-1
 0.0037, 1.4250e-1
 0.0056, 1.1124e-1
 0.0084, 8.3604e-2
 0.0126, 6.0568e-2
 0.0190, 4.1707e-2
 0.0284, 2.7728e-2
 0.0427, 1.7687e-2
 0.0640, 1.1136e-2
 0.0960, 7.0405e-3
 0.1440, 4.4913e-3
 0.2160, 2.8150e-3
 0.3240, 1.6534e-3
 0.4860, 8.6774e-4
 0.7290, 3.9198e-4
 1.0900, 1.4879e-4
 1.6400, 4.4290e-5
 2.4600, 1.0029e-5
 3.6900, 1.4442e-6
5.5400,1.1905e-7
