Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 1.8025e-1
 0.0037, 1.5161e-1
 0.0056, 1.2207e-1
 0.0084, 9.4098e-2
 0.0126, 6.9627e-2
 0.0190, 4.8706e-2
 0.0284, 3.2390e-2
 0.0427, 1.9932e-2
 0.0640, 1.1338e-2
 0.0960, 5.8979e-3
 0.1440, 2.8063e-3
 0.2160, 1.2237e-3
 0.3240, 4.9030e-4
 0.4860, 1.7945e-4
 0.7290, 5.8556e-5
 1.0900, 1.6456e-5
 1.6400, 3.6105e-6
 2.4600, 5.8461e-7
 3.6900, 5.7663e-8
5.5400,2.7861e-9
