Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 2.1928e-1
 0.0037, 1.8703e-1
 0.0056, 1.5327e-1
 0.0084, 1.2049e-1
 0.0126, 9.1050e-2
 0.0190, 6.5316e-2
 0.0284, 4.4900e-2
 0.0427, 2.8994e-2
 0.0640, 1.7629e-2
 0.0960, 9.9908e-3
 0.1440, 5.2507e-3
 0.2160, 2.5337e-3
 0.3240, 1.1046e-3
 0.4860, 4.2516e-4
 0.7290, 1.3998e-4
 1.0900, 3.8110e-5
 1.6400, 7.7895e-6
 2.4600, 1.1733e-6
 3.6900, 1.1650e-7
5.5400,5.9817e-9
