Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 2.1335e-1
 0.0037, 1.8210e-1
 0.0056, 1.4961e-1
 0.0084, 1.1831e-1
 0.0126, 9.0316e-2
 0.0190, 6.5813e-2
 0.0284, 4.6229e-2
 0.0427, 3.0821e-2
 0.0640, 1.9717e-2
 0.0960, 1.2197e-2
 0.1440, 7.4344e-3
 0.2160, 4.5040e-3
 0.3240, 2.6687e-3
 0.4860, 1.4849e-3
 0.7290, 7.3767e-4
 1.0900, 3.1411e-4
 1.6400, 1.0676e-4
 2.4600, 2.7633e-5
 3.6900, 4.8930e-6
5.5400,4.3506e-7
