Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 2.2655e-1
 0.0037, 1.9239e-1
 0.0056, 1.5641e-1
 0.0084, 1.2179e-1
 0.0126, 9.1267e-2
 0.0190, 6.5133e-2
 0.0284, 4.4715e-2
 0.0427, 2.8959e-2
 0.0640, 1.7824e-2
 0.0960, 1.0531e-2
 0.1440, 6.2291e-3
 0.2160, 3.9189e-3
 0.3240, 2.7047e-3
 0.4860, 1.9636e-3
 0.7290, 1.3771e-3
 1.0900, 8.6613e-4
 1.6400, 4.5471e-4
 2.4600, 1.9229e-4
 3.6900, 6.1981e-5
5.5400,1.3475e-5
