Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 1.7138e-1
 0.0037, 1.3865e-1
 0.0056, 1.0815e-1
 0.0084, 8.1246e-2
 0.0126, 5.8853e-2
 0.0190, 4.0535e-2
 0.0284, 2.6977e-2
 0.0427, 1.7257e-2
 0.0640, 1.0921e-2
 0.0960, 6.9479e-3
 0.1440, 4.4527e-3
 0.2160, 2.7930e-3
 0.3240, 1.6367e-3
 0.4860, 8.5710e-4
 0.7290, 3.8835e-4
 1.0900, 1.4953e-4
 1.6400, 4.6117e-5
 2.4600, 1.1272e-5
 3.6900, 1.9317e-6
5.5400,2.3533e-7
