Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 1.2450e-1
 0.0037, 9.4917e-2
 0.0056, 6.9692e-2
 0.0084, 4.9092e-2
 0.0126, 3.3270e-2
 0.0190, 2.1531e-2
 0.0284, 1.3779e-2
 0.0427, 8.8002e-3
 0.0640, 5.7642e-3
 0.0960, 3.8144e-3
 0.1440, 2.4527e-3
 0.2160, 1.4594e-3
 0.3240, 7.7214e-4
 0.4860, 3.5304e-4
 0.7290, 1.3612e-4
 1.0900, 4.3294e-5
 1.6400, 1.0629e-5
 2.4600, 1.8432e-6
 3.6900, 1.7291e-7
5.5400,9.1041e-9
