Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 1.5016e-1
 0.0037, 1.2067e-1
 0.0056, 9.3915e-2
 0.0084, 7.0539e-2
 0.0126, 5.1034e-2
 0.0190, 3.5014e-2
 0.0284, 2.3200e-2
 0.0427, 1.4844e-2
 0.0640, 9.4980e-3
 0.0960, 6.1997e-3
 0.1440, 4.1390e-3
 0.2160, 2.7377e-3
 0.3240, 1.7028e-3
 0.4860, 9.4707e-4
 0.7290, 4.5176e-4
 1.0900, 1.7987e-4
 1.6400, 5.5875e-5
 2.4600, 1.2780e-5
 3.6900, 1.8407e-6
5.5400,3.1532e-8
