Ground Motion (g),Annual Frequency of Exceedence
 0.0025, 2.3305e-1
 0.0037, 1.9279e-1
 0.0056, 1.5358e-1
 0.0084, 1.1817e-1
 0.0126, 8.8193e-2
 0.0190, 6.2997e-2
 0.0284, 4.3315e-2
 0.0427, 2.7996e-2
 0.0640, 1.7113e-2
 0.0960, 1.0008e-2
 0.1440, 5.8229e-3
 0.2160, 3.5029e-3
 0.3240, 2.1697e-3
 0.4860, 1.3077e-3
 0.7290, 7.1418e-4
 1.0900, 3.3598e-4
 1.6400, 1.2762e-4
 2.4600, 3.7719e-5
 3.6900, 7.9234e-6
5.5400,9.4223e-7
